category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity
"Cooking Essentials","Everest Meat Masala Powder",74.00,9,3,67.00,100,FALSE,100
"Cooking Essentials","Pillsbury Atta With Multigrains Wheat Grains",295.00,16,6,245.00,5000,FALSE,5
"Cooking Essentials","Mother's Recipe Tamarind Paste",50.00,2,6,49.00,200,FALSE,200
"Cooking Essentials","Quaker Oats Breakfast Cereals - With Flavour Mix Nutritious Rich Source Of Energy",49.00,8,6,45.00,200,FALSE,200
"Cooking Essentials","Popular Essentials Cloves (Lavang)",75.00,17,6,62.00,50,FALSE,50
"Cooking Essentials","Sunfeast Yippee! Power Up Atta Noodles",96.00,15,6,81.00,280,FALSE,280
"Cooking Essentials","Suhana Paneer Tikka Masala Mix",40.00,5,6,38.00,50,FALSE,50
"Cooking Essentials","24 Mantra Turmeric Powder",35.00,2,6,34.00,100,FALSE,100
"Cooking Essentials","24 Mantra Super Grain Quinoa",190.00,0,4,190.00,500,FALSE,500
"Cooking Essentials","Everest Powder - Egg Curry Masala",40.00,2,6,39.00,50,FALSE,50
"Cooking Essentials","Popular Essentials Pe Shah Jeera",60.00,15,6,51.00,50,FALSE,50
"Cooking Essentials","24 Mantra Organic Sattu Atta",95.00,0,6,95.00,500,FALSE,500
"Cooking Essentials","Smith & Jones Pasta Masala",46.00,0,6,46.00,54,FALSE,54
"Cooking Essentials","Weikfield Vanilla Custard Powder",142.00,9,3,128.00,500,FALSE,500
"Cooking Essentials","Sugarfree Natura Low Calorie Sweetner",300.00,10,3,270.00,42,FALSE,42
"Cooking Essentials","Pillsbury Vanilla Custard Powder",37.00,2,6,36.00,100,FALSE,100
"Cooking Essentials","24 Mantra Organic Rajma",145.00,0,6,145.00,500,FALSE,500
"Cooking Essentials","Popular Essentials Broken Wheat/Daliya",35.00,2,6,34.00,500,FALSE,500
"Cooking Essentials","Zorabian Chicken Smoked Ham",205.00,5,1,194.00,250,FALSE,250
"Cooking Essentials","Smith & Jones Peri Peri Masala",99.00,0,6,99.00,75,FALSE,75
"Cooking Essentials","Saffola Veggie Twist Masala Oats",195.00,12,2,171.00,500,FALSE,500
"Cooking Essentials","Popular Essentials Urad Dal Split (Un-Polished)",85.00,9,5,77.00,500,FALSE,500
"Cooking Essentials","Weikfield Baking Powder",22.00,0,6,22.00,50,FALSE,50
"Cooking Essentials","Popular Essentials Bajra Whole",65.00,13,6,56.00,1000,FALSE,1
"Cooking Essentials","Weikfield Veg Jelly Crystals - Strawberry",45.00,2,6,44.00,90,FALSE,90
"Cooking Essentials","Weikfield Veg Jelly Crystals - Raspberry",45.00,2,6,44.00,90,FALSE,90
"Cooking Essentials","Popular Essentials Masoor Dal Split (Un-Polished)",70.00,10,4,63.00,500,FALSE,500
"Cooking Essentials","Popular Essentials Ajwain Whole",50.00,12,2,44.00,100,FALSE,100
"Cooking Essentials","Popular Essentials Pista Salted (With Shell)",470.00,21,5,371.00,250,FALSE,250
"Cooking Essentials","The Bake Shop Bread Crumbs",50.00,6,3,47.00,400,FALSE,400
"Cooking Essentials","Popular Essentials Horse Gram",40.00,10,4,36.00,500,FALSE,500
"Cooking Essentials","Hershey's Chocolate Syrup",95.00,0,4,95.00,200,FALSE,200
"Cooking Essentials","Godrej Yummiez Chilli Chicken Sausages",160.00,10,3,144.00,250,FALSE,250
"Cooking Essentials","Everest Kasuri Methi",25.00,0,6,25.00,25,FALSE,25
"Cooking Essentials","Satyam Makhana",208.00,0,6,208.00,100,FALSE,100
"Cooking Essentials","Everest Tandoori Chicken Masala",39.00,2,5,38.00,50,FALSE,50
"Cooking Essentials","Weikfield Falooda Mix - Kesar Pista",49.00,2,3,48.00,200,FALSE,200
"Cooking Essentials","Weikfield Cocoa Powder",70.00,7,6,65.00,50,FALSE,50
"Cooking Essentials","Pantai Coconut Cream",150.00,4,4,143.00,400,FALSE,400
"Cooking Essentials","Popular Essentials Coriander Seeds",15.00,0,5,15.00,50,FALSE,50
"Cooking Essentials","Ching's Singapore Curry Instant Noodles",60.00,0,4,60.00,240,FALSE,240
"Cooking Essentials","Eastern Fish Masala",48.00,2,5,47.00,100,FALSE,100
"Cooking Essentials","Pillsbury Atta/Godihittu - Chakki Fresh",275.00,0,6,275.00,5000,FALSE,5
"Cooking Essentials","Oleev Smart Oil Fortified with VIT A, D, E & K (Pouch)",215.00,9,4,194.00,1000,FALSE,1
"Cooking Essentials","Everest Dry Ginger Powder",75.00,9,4,68.00,100,FALSE,100
"Cooking Essentials","Pillsbury Cooker Cake Mix - Choco",100.00,11,6,89.00,159,FALSE,159
"Cooking Essentials","Hersheys Chocolate Almond Syrup",200.00,0,2,200.00,450,FALSE,450
"Cooking Essentials","Satyam Nighties Spices  Chilli Pandi",56.00,7,5,52.00,100,FALSE,100
"Cooking Essentials","Popular Essentials Popular Essential Pista Salted (With Shell)",190.00,10,6,171.00,100,FALSE,100
"Cooking Essentials","Godrej Yummiez Chicken Punjabi Tikka",295.00,9,6,266.00,360,FALSE,360
"Cooking Essentials","Popular Essentials Rozana Sona Masuri Raw Rice",350.00,10,5,312.00,5000,FALSE,5
"Cooking Essentials","24 Mantra Mustard Oil (Cold Pressed)",350.00,10,6,312.00,1000,FALSE,1
"Cooking Essentials","24 Mantra Organic Black Pepper",170.00,7,6,157.00,100,FALSE,100
"Cooking Essentials","Popular Essentials Green Moong Whole",90.00,16,3,75.00,500,FALSE,500
"Cooking Essentials","24 Mantra Organic Masoor Dal - Split",95.00,7,6,88.00,500,FALSE,500
"Cooking Essentials","Praakritik Organic Natural Rock Salt",60.00,6,3,56.00,500,FALSE,500
"Cooking Essentials","24 Mantra Sunflower Oil (Cold Pressed) Pet Bottle",390.00,11,5,347.00,1000,FALSE,1
"Cooking Essentials","Ching's Secret Instant Noodles, Hot Garlic",60.00,0,4,60.00,240,FALSE,240
"Cooking Essentials","Saffola Everyday Peppy Tomato Masala Oats",195.00,12,6,171.00,500,FALSE,500
"Cooking Essentials","Dabur 100% Pure Honey - Worlds No.1",430.00,10,6,387.00,1000,FALSE,1
"Cooking Essentials","Popular Essentials Star Anise",70.00,10,5,63.00,25,FALSE,25
"Cooking Essentials","Ching's Secret Chicken 65 Masala - Chicken",10.00,0,5,10.00,20,FALSE,20
"Cooking Essentials","Cadbury Cocoa Powder",223.00,5,6,211.00,150,FALSE,150
"Cooking Essentials","Praakritik Natural Desi Gir Cow A2 Ghee",1450.00,10,6,1305.00,540,FALSE,540
"Cooking Essentials","Praakritik Organic Poha",120.00,6,5,112.00,500,FALSE,500
"Cooking Essentials","Praakritik Organic Natural Wild Forest Honey",160.00,6,4,150.00,200,FALSE,200
"Cooking Essentials","Popular Essentials Dry Dates (Kharak)",140.00,15,6,118.00,250,FALSE,250
"Cooking Essentials","Popular Essentials Kashmiri Red Rajma",95.00,6,4,89.00,500,FALSE,500
"Cooking Essentials","Dabur Hommade - Garlic Paste",50.00,6,6,47.00,200,FALSE,200
"Cooking Essentials","Dabur 100% Pure Honey",330.00,10,1,297.00,400,FALSE,400
"Cooking Essentials","Ching's Schezwan Fried Rice(Miracle Masala)",44.00,0,5,44.00,60,FALSE,60
"Cooking Essentials",""Maggi Magic Cubes, Vegetarian Masala"",35.00,2,1,34.00,40,FALSE,40
"Cooking Essentials","Everest Tandoori Chicken Masala",74.00,9,3,67.00,100,FALSE,100
"Cooking Essentials","Popular Essentials Red Poha",45.00,4,6,43.00,500,FALSE,500
"Cooking Essentials","Everest Kitchen King Masala",142.00,9,6,128.00,200,FALSE,200
"Cooking Essentials","Pillsbury Oven Cake Mix - Rich Chocolate",165.00,10,5,147.00,285,FALSE,285
"Cooking Essentials","Eastern Super Garam Masala",74.00,6,2,69.00,200,FALSE,200
"Cooking Essentials","Maggi Magic Cubes Extra Chicken",40.00,2,6,39.00,48,FALSE,48
"Cooking Essentials","Satyam Nighties Spices  Chilli Kashmiri",102.00,6,6,95.00,100,FALSE,100
"Cooking Essentials","Eastern Cumin Powder",49.00,2,6,48.00,100,FALSE,100
"Cooking Essentials","Popular Essentials Urad Gola White(Un-Polished)",90.00,10,6,81.00,500,FALSE,500
"Cooking Essentials","24 Mantra Organic Chana Dal",95.00,6,5,89.00,500,FALSE,500
"Cooking Essentials","Delight Nuts Cashew Roasted & Salted",425.00,20,6,340.00,200,FALSE,200
"Cooking Essentials","Popular Essentials Mace/Javitri",90.00,10,3,81.00,20,FALSE,20
"Cooking Essentials","Dlicia Whip Topping Bottle",235.00,27,5,171.00,1000,FALSE,1
"Cooking Essentials","Mother's Recipe Paste Ginger & Garlic",76.00,10,4,68.00,300,FALSE,300
"Cooking Essentials","24 Mantra Groundnut Oil (Cold Pressed) Pet Bottle",410.00,10,6,369.00,1000,FALSE,1
"Cooking Essentials","Satyam Pulses Masur Dal",87.00,6,6,81.00,500,FALSE,500
"Cooking Essentials","Delight Nuts Pista Roasted & Salted",425.00,20,6,340.00,200,FALSE,200
"Cooking Essentials","Top Ramen Noodles, Atta",80.00,0,1,80.00,280,FALSE,280
"Cooking Essentials","Hershey's Cocoa Powder",95.00,0,5,95.00,70,FALSE,70
"Cooking Essentials","Praakritik Organic Singhara Atta",240.00,6,4,225.00,500,FALSE,500
"Cooking Essentials","Gits Veg Biryani Ready to Eat",110.00,10,6,99.00,265,FALSE,265
"Cooking Essentials","Delight Nuts Cranberries Sliced",299.00,20,6,239.00,200,FALSE,200
"Cooking Essentials","Borges Durum Wheat Pasta Superior Quality",250.00,40,6,149.00,500,FALSE,500
"Cooking Essentials","Ceres Foods Laal Maas Instant Liquid Masala",220.00,50,5,110.00,200,FALSE,200
"Cooking Essentials","Popular Essentials Sattu Atta",90.00,12,3,79.00,500,FALSE,500
"Cooking Essentials","Popular Essentials Mustard Seeds Rai Yellow",25.00,0,5,25.00,100,FALSE,100
"Cooking Essentials","Praakritik Organic Extra Virgin Coconut Oil",150.00,10,5,134.00,100,FALSE,100
"Cooking Essentials","Praakritik Organic Garlic Powder",110.00,1,5,108.00,100,FALSE,100
"Cooking Essentials","Sugarfree Gold Low Calorie Sweetner",125.00,5,6,118.00,100,FALSE,100
"Cooking Essentials","Aashirvaad Breakfast Instant Mix - Rice Idli",75.00,30,6,52.00,200,FALSE,200
"Cooking Essentials","Kitchens Of India Mutter Paneer",130.00,4,6,124.00,285,FALSE,285
"Cooking Essentials","Ching's Secret Veg Manchurian Masala",44.00,0,6,44.00,60,FALSE,60
"Cooking Essentials","Popular Essentials Jowa Flour",50.00,2,5,49.00,500,FALSE,500
"Cooking Essentials","Everest Shahi Biryani Masala",245.00,0,6,245.00,200,FALSE,200
"Cooking Essentials","Popular Essentials Black Til",50.00,6,4,47.00,100,FALSE,100
"Cooking Essentials","Popular Essentials Pancharatna Dal",80.00,10,6,72.00,500,FALSE,500
"Cooking Essentials","Saffola 100% Pure Honey",475.00,8,2,437.00,1000,FALSE,750
"Cooking Essentials","Popular Essentials Tamarind",150.00,14,6,128.00,500,FALSE,500
"Cooking Essentials","Gits Rice Dosa Instant Breakfast Mix",60.00,5,5,57.00,200,FALSE,200
"Cooking Essentials","Popular Essentials Poppy Seeds (Gasagase)",280.00,7,6,260.00,100,FALSE,100
"Cooking Essentials","Hershey's Hot Chocolate Powder",210.00,0,4,210.00,250,FALSE,250
"Cooking Essentials","Borges Farfalle Durum Wheat Pasta",250.00,0,5,250.00,500,FALSE,500
"Cooking Essentials","Satyam Chilli  Bedgi",82.00,10,5,73.00,100,FALSE,100
"Cooking Essentials","Aashirvaad Instant Mix - Rice Dosa",75.00,30,6,52.00,200,FALSE,200
"Cooking Essentials","Hershey's Cocoa - Natural Unsweetened",270.00,10,4,243.00,225,FALSE,225
"Cooking Essentials","Weikfield Veg Jelly Crystals - Mango",45.00,2,6,44.00,90,FALSE,90
"Cooking Essentials","Praakritik Orrganic Cold Pressed Sesame Oil",130.00,10,5,117.00,100,FALSE,100
"Cooking Essentials","Amulya Dairy Whitener",380.00,2,4,372.00,1000,FALSE,1
"Cooking Essentials","ITC Master Chef Hyderabadi Biryani",75.00,30,5,52.00,80,FALSE,80
"Cooking Essentials","Flying Bird Butter Scotch Essence",50.00,2,6,49.00,20,FALSE,20
"Cooking Essentials","Dabur Hommade - Ginger Paste",50.00,6,6,47.00,200,FALSE,200
"Cooking Essentials","Popular Essentials Green Peas (Un-Polished)",120.00,10,5,108.00,500,FALSE,500
"Cooking Essentials","Quaker Oats Pouch",276.00,10,6,248.00,1500,FALSE,1
"Cooking Essentials","24 Mantra Organic Urad White Whole",145.00,15,4,122.00,500,FALSE,500
"Cooking Essentials","Popular Essentials Guntur Chilli Stemless",40.00,2,2,39.00,100,FALSE,100
"Cooking Essentials","Popular Essentials Moth Whole",90.00,10,6,81.00,500,FALSE,500
"Cooking Essentials","Keya Pizza Seasoning",109.00,17,6,90.00,45,FALSE,45
"Cooking Essentials","Keya Piri Piri | Exotic Spices Mix",109.00,20,6,87.00,80,FALSE,80
"Cooking Essentials","24 Mantra Organic Moong Dal",135.00,7,6,125.00,500,FALSE,500
"Cooking Essentials","Betty Crocker French Vanilla Cake Mix",310.00,10,6,276.00,520,FALSE,520
"Cooking Essentials","Delight Nuts Dried Cranberries",340.00,20,6,272.00,200,FALSE,200
"Cooking Essentials","Everest Kesari Milk Masala",205.00,0,2,205.00,50,FALSE,50
"Cooking Essentials","Tong Garden Salted Cocktail Nuts",295.00,9,5,266.00,160,FALSE,160
"Cooking Essentials","MTR Uttapam Mix",165.00,5,6,156.00,500,FALSE,500
"Cooking Essentials","Gits Khaman Dhokla Instant Snack Mix",65.00,6,6,61.00,180,FALSE,180
"Cooking Essentials","Happilo Premium 100% Natural Whole Cashews",335.00,29,6,235.00,200,FALSE,200
"Cooking Essentials","Everest Dry Mango Powder",80.00,0,5,80.00,100,FALSE,100
"Cooking Essentials","Dabur Hommade - Ginger Garlic Past Tub",110.00,5,6,104.00,400,FALSE,400
"Cooking Essentials","Everest Chicken Masala",147.00,10,6,132.00,200,FALSE,200
"Cooking Essentials","Gits Medu Vada Instant Snack Mix",90.00,4,6,86.00,200,FALSE,200
"Cooking Essentials","Weikfield Drinking Chocolate Powder",65.00,10,6,58.00,100,FALSE,100
"Cooking Essentials","Popular Essentials Regular White Lobia",70.00,10,6,63.00,500,FALSE,500
"Cooking Essentials","Puro Healthy Salt Crystal",135.00,7,6,125.00,1000,FALSE,1
"Cooking Essentials","Popular Essentials Premium Jeera Rice",140.00,0,5,140.00,1000,FALSE,1
"Cooking Essentials","Smith & Jones Shahi Paneer Masala Mix",44.00,0,6,44.00,60,FALSE,60
"Cooking Essentials","Betty Crocker Mug Treats - Chocolate Mix - Pack of 4",200.00,11,6,178.00,264,FALSE,264
"Cooking Essentials","Smith & Jones Pasta Masala",60.00,10,5,54.00,108,FALSE,108
"Cooking Essentials","Catch Black Pepper Sprinkler",100.00,0,1,100.00,50,FALSE,50
"Cooking Essentials","Weikfield Cooker Cake Mix - Chocolate",95.00,6,6,89.00,150,FALSE,150
"Cooking Essentials","ITC Master Chef Butter Chicken",75.00,30,6,52.00,80,FALSE,80
"Cooking Essentials","Masala Oats Masala & Coriander",195.00,9,5,176.00,500,FALSE,500
"Cooking Essentials","Smith & Jones Mutter Paneer Masala",42.00,0,6,42.00,60,FALSE,60
"Cooking Essentials","Kitchens of India Dal Bukhara Gravy Mix",110.00,30,6,77.00,285,FALSE,285
"Cooking Essentials","Popular Essentials Fried Gram (Bengal Gram)",70.00,10,6,63.00,500,FALSE,500
"Cooking Essentials","Gits Jalebi with Maker Dessert Mix",75.00,16,6,63.00,100,FALSE,100
"Cooking Essentials","Popular Essentials Soya Beans",80.00,6,6,75.00,500,FALSE,500
"Cooking Essentials","24 Mantra Organic Roasted Bengal Gram Dal",105.00,7,6,97.00,500,FALSE,500
"Cooking Essentials","Keya Italian Seasoning",109.00,10,6,98.00,35,FALSE,35
"Cooking Essentials","MTR Idli/Dosa/Chilly Chutney Powder",115.00,0,3,115.00,200,FALSE,200
"Cooking Essentials","Delight Nuts Trail Mix",399.00,25,6,299.00,200,FALSE,200
"Cooking Essentials","Praakritik Organic Chilka Moong Dal",120.00,10,6,108.00,500,FALSE,500
"Cooking Essentials","Smith & Jones Garlic & Herbs Masala Mix",99.00,0,6,99.00,75,FALSE,75
"Cooking Essentials","Eastern Tamarind",63.00,0,6,63.00,200,FALSE,200
"Cooking Essentials","Tong Garden Wasabi Coated Greenpeas Tin",200.00,11,6,178.00,180,FALSE,180
"Cooking Essentials","Flying Bird Pineapple Artifical Food Essence",50.00,2,6,49.00,20,FALSE,20
"Cooking Essentials","Mother's Recipe Tamarind Paste",50.00,2,2,49.00,200,FALSE,200
"Cooking Essentials","Japanese Choice Udon Noodles",295.00,9,6,266.00,250,FALSE,250
"Cooking Essentials","Pantai Coconut Milk",150.00,0,4,150.00,400,FALSE,400
"Cooking Essentials","Praakritik Organic Masoor Dal",130.00,10,6,116.00,500,FALSE,500
"Cooking Essentials","Popular Essentials Classic Sona Masuri Rice",430.00,10,6,387.00,5000,FALSE,5
"Cooking Essentials","Popular Essentials Salted Murmure",70.00,18,6,57.00,400,FALSE,400
"Cooking Essentials","Oleev Active Oil (Pouch)",265.00,9,6,239.00,1000,FALSE,1
"Cooking Essentials","Delight Nuts Dried Blueberries",540.00,20,6,432.00,150,FALSE,150
"Cooking Essentials","Popular Essentials Double Beans White",60.00,10,6,54.00,250,FALSE,250
"Cooking Essentials","Delight Nuts Almond Natural",349.00,20,6,279.00,200,FALSE,200
"Cooking Essentials","Praakritik Organic Jaggery",160.00,6,6,150.00,900,FALSE,900
"Cooking Essentials","Praakritik Organic Raw Sugar",90.00,6,6,84.00,500,FALSE,500
"Cooking Essentials","MTR Masala - Sambar Powder",115.00,0,4,115.00,200,FALSE,200
"Cooking Essentials","RRO Til Dil Premium Til Oil Bottle",173.00,6,6,162.00,500,FALSE,500
"Cooking Essentials","ITC Master Chef Vegetable Biryani Cooking Paste",75.00,30,5,52.00,80,FALSE,80
"Cooking Essentials","Jivana Jaggery",100.00,0,2,100.00,950,FALSE,950
"Cooking Essentials","Praakritik Organic Besan",170.00,6,6,159.00,500,FALSE,500
"Cooking Essentials","MTR Instant Gulab Jamun Mix",195.00,9,6,176.00,500,FALSE,500
"Cooking Essentials","Maggi Magic Cubes Extra Chicken",199.00,0,2,199.00,240,FALSE,240
"Cooking Essentials","On1y Mixed Herbs",99.00,0,6,99.00,14,FALSE,14
"Cooking Essentials","Popular Essentials Urad Gola Black (Un-Polished)",80.00,10,6,72.00,500,FALSE,500
"Cooking Essentials","Gits Dessert Mix China Grass Bombay Halwa",55.00,0,4,55.00,80,FALSE,80
"Cooking Essentials","Praakritik Organic Basmati Rice",170.00,0,5,170.00,500,FALSE,500
"Cooking Essentials","Ceres Foods Nalli Nihari Instant Liquid Masala",220.00,50,6,110.00,200,FALSE,200
"Cooking Essentials","Borges Canola Oil Pet Bottle",399.00,0,6,399.00,1000,FALSE,1
"Cooking Essentials","Suhana Biryani Masala",66.00,0,6,66.00,50,FALSE,50
"Cooking Essentials","On1y Black Salt Grinder",99.00,0,6,99.00,100,FALSE,100
"Cooking Essentials","Popular Essentials Nylon Til",40.00,2,6,39.00,100,FALSE,100
"Cooking Essentials","Pillsbury Rich Choco Oven Cake Mix - Egg Free",170.00,6,6,159.00,270,FALSE,270
"Cooking Essentials","Weikfield Tomato Salsa Instant Pasta",25.00,0,1,25.00,77,FALSE,77
"Cooking Essentials","Praakritik Organic Jowar Atta",110.00,6,6,103.00,500,FALSE,500
"Cooking Essentials","Sugarfree Gold Low Calorie Sweetner",270.00,7,6,251.00,50,FALSE,50
"Cooking Essentials","Epicurea Thai Jasmine Rice",295.00,0,4,295.00,500,FALSE,500
"Cooking Essentials","Yummiez Chicken Garlic Fingers Pouch",250.00,0,5,250.00,400,FALSE,400
"Cooking Essentials","RRO Primio Refined Groundnut (Jar)",490.00,11,6,436.00,2000,FALSE,2
"Cooking Essentials","Praakritik Organic Tuvar Dal",140.00,0,6,140.00,500,FALSE,500
"Cooking Essentials","Sugarfree Gold Low Calorie Sweetner",185.00,5,3,175.00,300,FALSE,300
"Cooking Essentials","Cantina Beans Mexican Beans",250.00,14,6,213.00,410,FALSE,410
"Cooking Essentials","Pillsbury Oven Cake Mix - Vanilla",175.00,10,6,156.00,225,FALSE,225
"Cooking Essentials","Hershey's Chocolate Milk Booster",200.00,0,6,200.00,450,FALSE,450
"Cooking Essentials","Popular Essentials Byadagi Chilli Stemless",80.00,0,6,80.00,100,FALSE,100
"Cooking Essentials","Suhana Spice Mix - Chicken Biryani",66.00,0,6,66.00,50,FALSE,50
"Cooking Essentials","Praakritik Organic Yellow Moon Dal",135.00,0,6,135.00,500,FALSE,500
"Cooking Essentials","Maggi Magic Cubes Extra Chicken",199.00,10,6,179.00,240,FALSE,240
"Cooking Essentials","Dhara Filtered Groundnut Oil (Jar)",1050.00,0,2,1050.00,5000,FALSE,5
"Cooking Essentials","24 Mantra Sona Masuri Brown Rice",475.00,10,6,423.00,5000,FALSE,5
"Cooking Essentials","24 Mantra Organic Pancharatna Dal - Split",130.00,7,6,120.00,500,FALSE,500
"Cooking Essentials","24 Mantra Organic Cumin Powder",70.00,0,6,70.00,100,FALSE,100
"Cooking Essentials","Popular Essentials Samba Broken Wheat",100.00,11,6,89.00,500,FALSE,500
"Cooking Essentials","Betty Crocker Chocolate Fudge Cake Mix",295.00,0,6,295.00,475,FALSE,475
"Cooking Essentials","Borges Extra Light Olive Oil Bottle",2600.00,46,6,1399.00,2000,FALSE,2
"Cooking Essentials","Flying Bird Premium Orange Artificial Food Essence",60.00,0,6,60.00,20,FALSE,20
"Cooking Essentials","Popular Essentials Red Cherry/Gundu Chilli",95.00,0,6,95.00,100,FALSE,100
"Cooking Essentials","Super Saver Kolam Rice Sortex Clean",700.00,10,3,630.00,5000,FALSE,5
"Cooking Essentials","Flying Bird Food Essence - Kewra",50.00,0,6,50.00,20,FALSE,20
"Cooking Essentials","MTR Vada Breakfast",200.00,0,1,200.00,500,FALSE,500
"Cooking Essentials","On1y Pasta Seasoning",99.00,0,6,99.00,30,FALSE,30
"Cooking Essentials","Praakritik Organic Indrayani Rice",70.00,0,6,70.00,500,FALSE,500
"Cooking Essentials","On1y Pizza Seasoning",99.00,0,6,99.00,28,FALSE,28
"Cooking Essentials","Kitchens of India Mutter Paneer Mix",120.00,30,4,84.00,285,FALSE,285
"Cooking Essentials","Aashirvaad Svasti Cow Ghee Tetra Pack",295.00,0,6,295.00,500,FALSE,500
"Cooking Essentials","Weikfield Cooker Cake Mix - Vanilla",95.00,0,6,95.00,150,FALSE,150
"Cooking Essentials","Praakritik Organic Kapli Wheat Atta",165.00,10,6,147.00,1000,FALSE,1
"Cooking Essentials","Epicurea Sushi Rice",295.00,0,6,295.00,500,FALSE,500
"Cooking Essentials","Sugarfree Natural Green Stevia Leaves Zero Calorie",75.00,0,2,75.00,100,FALSE,100
"Cooking Essentials","Smith & Jones Italian Spices Masala Mix",99.00,0,6,99.00,75,FALSE,75
"Cooking Essentials","Satyam Nighties Spices  Chilli Bore",89.00,10,6,80.00,100,FALSE,100
"Cooking Essentials","Weikfield Veg Jelly Crystals - Orange",45.00,2,6,44.00,90,FALSE,90
"Cooking Essentials","Praakritik Organic Jumbo Rolled Oats",190.00,11,6,169.00,500,FALSE,500
"Cooking Essentials","On1y Sea Salt Grinder",89.00,0,6,89.00,100,FALSE,100
"Cooking Essentials","Delight Nuts Berries Mix",399.00,20,6,319.00,200,FALSE,200
"Cooking Essentials","Everest Kesari Milk Masala",205.00,0,6,205.00,50,FALSE,20
"Cooking Essentials","Praakritik Organic Ginger Powder",139.00,10,6,125.00,100,FALSE,100
"Cooking Essentials","Suhana Mutton Gravy Mix",45.00,0,4,45.00,80,FALSE,80
